index,plant_number,plant_diversity,rare_exotic,plant_type,PNS,PDS,RES,PTS,PLS
2533,9,4,1,3,45,40,100,60,56.5
2534,98,71,0,2,2.5,32.22,0,40,18.03
2535,10,2,1,3,50,20,100,60,51.0
2536,58,11,1,1,52.5,98.89,100,20,73.36
2537,65,6,1,0,43.75,60,100,0,54.12
2538,10,8,1,2,50,80,100,40,69.0
2539,96,52,0,3,5.0,53.33,0,60,29.17
2540,5,1,1,0,25,10,100,0,31.0
2541,91,18,1,5,11.25,91.11,100,100,70.26
2542,96,60,1,3,5.0,44.44,100,60,46.05
2543,9,2,0,5,45,20,0,100,35.5
2544,57,9,1,2,53.75,90,100,40,73.62
2545,21,6,0,4,98.75,60,0,80,62.62
2546,13,3,1,0,65,30,100,0,50.0
2547,69,51,0,0,38.75,54.44,0,0,30.68
2548,86,2,1,1,17.5,20,100,20,35.25
2549,57,23,0,1,53.75,85.56,0,20,49.07
2550,92,5,0,3,10.0,50,0,60,29.5
2551,90,7,0,3,12.5,70,0,60,37.25
2552,89,40,1,0,13.75,66.67,100,0,47.46
2553,77,1,0,3,28.75,10,0,60,21.12
2554,99,26,0,2,1.25,82.22,0,40,35.15
2555,31,7,0,0,86.25,70,0,0,50.38
2556,54,2,0,2,57.5,20,0,40,30.25
2557,25,22,0,1,93.75,86.67,0,20,61.46
2558,13,13,0,5,65,96.67,0,100,68.33
2559,22,2,1,4,97.5,20,100,80,68.25
2560,14,14,1,2,70,95.56,100,40,80.45
2561,72,25,0,4,35.0,83.33,0,80,51.67
2562,51,28,0,1,61.25,80.0,0,20,49.38
2563,28,4,1,2,90.0,40,100,40,67.0
2564,23,1,1,5,96.25,10,100,100,67.38
2565,41,1,1,1,73.75,10,100,20,48.62
2566,59,15,0,5,51.25,94.44,0,100,63.43
2567,36,24,0,0,80.0,84.44,0,0,53.55
2568,28,14,1,4,90.0,95.56,100,80,92.45
2569,64,14,0,2,45.0,95.56,0,40,52.95
2570,13,10,1,5,65,100,100,100,89.5
2571,90,50,0,2,12.5,55.56,0,40,29.2
2572,23,21,1,5,96.25,87.78,100,100,94.6
2573,62,5,1,0,47.5,50,100,0,51.75
2574,78,75,1,3,27.5,27.78,100,60,46.97
2575,66,30,0,1,42.5,77.78,0,20,42.97
2576,3,3,0,2,15,30,0,40,21.0
2577,31,24,1,1,86.25,84.44,100,20,78.43
2578,80,11,0,1,25.0,98.89,0,20,45.11
2579,48,32,1,1,65.0,75.56,100,20,68.95
2580,20,13,0,5,100,96.67,0,100,78.83
2581,5,2,1,5,25,20,100,100,49.5
2582,43,9,1,2,71.25,90,100,40,78.88
2583,83,6,1,5,21.25,60,100,100,62.38
2584,37,2,0,5,78.75,20,0,100,45.62
2585,43,22,0,1,71.25,86.67,0,20,54.71
2586,70,7,0,5,37.5,70,0,100,50.75
2587,90,29,1,4,12.5,78.89,100,80,63.36
2588,42,12,1,5,72.5,97.78,100,100,90.97
2589,1,1,1,0,5,10,100,0,25.0
2590,25,2,0,1,93.75,20,0,20,38.12
2591,17,3,0,4,85,30,0,80,48.0
2592,71,27,0,4,36.25,81.11,0,80,51.26
2593,11,7,1,2,55,70,100,40,67.0
2594,22,7,0,3,97.5,70,0,60,62.75
2595,23,20,0,2,96.25,88.89,0,40,65.99
2596,37,37,1,5,78.75,70.0,100,100,83.12
2597,26,9,1,0,92.5,90,100,0,79.25
2598,47,26,1,1,66.25,82.22,100,20,71.65
2599,61,29,1,4,48.75,78.89,100,80,74.24
2600,79,56,0,3,26.25,48.89,0,60,33.99
2601,3,2,1,0,15,20,100,0,31.5
2602,98,39,0,4,2.5,67.78,0,80,36.47
2603,94,23,1,3,7.5,85.56,100,60,61.2
2604,60,20,1,2,50.0,88.89,100,40,72.11
2605,49,36,1,0,63.75,71.11,100,0,64.01
2606,43,9,1,1,71.25,90,100,20,75.88
2607,20,7,0,0,100,70,0,0,54.5
2608,65,48,1,3,43.75,57.78,100,60,62.35
2609,54,26,1,3,57.5,82.22,100,60,75.03
2610,63,20,0,3,46.25,88.89,0,60,53.99
2611,5,1,1,4,25,10,100,80,43.0
2612,21,7,1,2,98.75,70,100,40,80.12
2613,99,97,1,4,1.25,3.33,100,80,33.54
2614,91,63,1,5,11.25,41.11,100,100,52.76
2615,8,7,1,5,40,70,100,100,71.5
2616,32,16,1,0,85.0,93.33,100,0,78.17
2617,47,41,0,5,66.25,65.56,0,100,57.82
2618,86,83,0,2,17.5,18.89,0,40,17.86
2619,78,59,0,2,27.5,45.56,0,40,30.2
2620,32,11,0,0,85.0,98.89,0,0,60.11
2621,99,12,1,3,1.25,97.78,100,60,63.6
2622,91,76,0,4,11.25,26.67,0,80,24.71
2623,25,14,0,3,93.75,95.56,0,60,70.57
2624,33,20,1,4,83.75,88.89,100,80,88.24
2625,40,27,0,0,75.0,81.11,0,0,50.89
2626,82,74,1,1,22.5,28.89,100,20,39.86
2627,35,14,1,5,81.25,95.56,100,100,92.82
2628,40,1,0,3,75.0,10,0,60,35.0
2629,1,1,0,5,5,10,0,100,20.0
2630,54,34,1,5,57.5,73.33,100,100,77.92
2631,37,28,0,1,78.75,80.0,0,20,54.62
2632,48,12,0,1,65.0,97.78,0,20,56.72
2633,63,12,0,3,46.25,97.78,0,60,57.1
2634,73,28,0,1,33.75,80.0,0,20,41.12
2635,8,3,0,2,40,30,0,40,28.5
2636,53,29,0,5,58.75,78.89,0,100,60.24
2637,22,3,1,0,97.5,30,100,0,59.75
2638,49,8,1,0,63.75,80,100,0,67.12
2639,44,2,0,3,70.0,20,0,60,37.0
2640,63,44,0,0,46.25,62.22,0,0,35.65
2641,8,5,0,5,40,50,0,100,44.5
2642,75,6,0,1,31.25,60,0,20,33.38
2643,67,1,1,4,41.25,10,100,80,47.88
2644,67,35,1,3,41.25,72.22,100,60,66.65
2645,97,44,1,2,3.75,62.22,100,40,48.9
2646,48,44,1,2,65.0,62.22,100,40,67.28
2647,31,31,1,5,86.25,76.67,100,100,87.71
2648,52,25,0,2,60.0,83.33,0,40,53.17
2649,43,7,0,3,71.25,70,0,60,54.88
2650,90,52,0,0,12.5,53.33,0,0,22.42
2651,78,16,1,5,27.5,93.33,100,100,75.92
2652,97,32,1,3,3.75,75.56,100,60,56.57
2653,80,61,1,5,25.0,43.33,100,100,57.67
2654,25,1,1,0,93.75,10,100,0,51.62
2655,82,47,0,5,22.5,58.89,0,100,42.36
2656,42,29,0,4,72.5,78.89,0,80,61.36
2657,63,26,0,2,46.25,82.22,0,40,48.65
2658,55,31,0,5,56.25,76.67,0,100,58.71
2659,50,19,0,5,62.5,90.0,0,100,65.25
2660,19,17,0,1,95,92.22,0,20,63.78
2661,64,12,1,5,45.0,97.78,100,100,82.72
2662,71,60,0,3,36.25,44.44,0,60,35.43
2663,15,8,0,1,75,80,0,20,53.5
2664,28,6,0,0,90.0,60,0,0,48.0
2665,56,46,0,1,55.0,60.0,0,20,40.5
2666,42,25,1,1,72.5,83.33,100,20,73.92
2667,93,33,1,5,8.75,74.44,100,100,63.68
2668,16,5,1,0,80,50,100,0,61.5
2669,89,43,0,4,13.75,63.33,0,80,38.29
2670,99,77,0,5,1.25,25.56,0,100,24.32
2671,44,25,1,5,70.0,83.33,100,100,85.17
2672,83,72,1,1,21.25,31.11,100,20,40.26
2673,29,9,0,2,88.75,90,0,40,64.12
2674,12,2,0,2,60,20,0,40,31.0
2675,95,76,0,5,6.25,26.67,0,100,26.21
2676,15,10,1,1,75,100,100,20,80.5
2677,41,25,0,2,73.75,83.33,0,40,57.29
2678,8,4,1,3,40,40,100,60,55.0
2679,41,24,0,4,73.75,84.44,0,80,63.68
2680,85,78,0,0,18.75,24.44,0,0,14.18
2681,51,1,1,2,61.25,10,100,40,47.88
2682,19,10,0,3,95,100,0,60,72.5
2683,88,59,0,4,15.0,45.56,0,80,32.45
2684,37,10,0,4,78.75,100,0,80,70.62
2685,41,20,0,2,73.75,88.89,0,40,59.24
2686,91,74,1,5,11.25,28.89,100,100,48.49
2687,28,16,1,5,90.0,93.33,100,100,94.67
2688,49,4,1,1,63.75,40,100,20,56.12
2689,92,27,0,5,10.0,81.11,0,100,46.39
2690,95,7,0,3,6.25,70,0,60,35.38
2691,94,51,1,5,7.5,54.44,100,100,56.3
2692,21,1,1,2,98.75,10,100,40,59.12
2693,55,44,1,2,56.25,62.22,100,40,64.65
2694,97,51,1,0,3.75,54.44,100,0,40.18
2695,68,37,1,5,40.0,70.0,100,100,71.5
2696,25,23,1,0,93.75,85.56,100,0,78.07
2697,17,11,0,5,85,98.89,0,100,75.11
2698,39,30,0,4,76.25,77.78,0,80,62.1
2699,18,15,1,2,90,94.44,100,40,86.05
2700,19,7,0,5,95,70,0,100,68.0
2701,26,24,0,2,92.5,84.44,0,40,63.3
2702,93,74,0,5,8.75,28.89,0,100,27.74
2703,19,13,1,5,95,96.67,100,100,97.33
2704,22,2,0,2,97.5,20,0,40,42.25
2705,61,12,0,0,48.75,97.78,0,0,48.85
2706,66,44,1,1,42.5,62.22,100,20,57.53
2707,81,52,0,0,23.75,53.33,0,0,25.79
2708,16,8,1,3,80,80,100,60,81.0
2709,39,39,0,5,76.25,67.78,0,100,61.6
2710,96,49,0,3,5.0,56.67,0,60,30.33
2711,84,49,1,5,20.0,56.67,100,100,60.83
2712,84,57,1,0,20.0,47.78,100,0,42.72
2713,16,4,0,0,80,40,0,0,38.0
2714,63,42,0,0,46.25,64.44,0,0,36.43
2715,76,74,1,2,30.0,28.89,100,40,45.11
2716,89,13,0,3,13.75,96.67,0,60,46.96
2717,62,42,1,2,47.5,64.44,100,40,62.8
2718,74,17,0,2,32.5,92.22,0,40,48.03
2719,9,9,0,3,45,90,0,60,54.0
2720,90,3,1,4,12.5,30,100,80,46.25
2721,69,68,1,0,38.75,35.56,100,0,44.07
2722,67,16,0,5,41.25,93.33,0,100,60.04
2723,16,6,0,0,80,60,0,0,45.0
2724,72,58,1,0,35.0,46.67,100,0,46.83
2725,6,2,0,5,30,20,0,100,31.0
2726,21,3,1,0,98.75,30,100,0,60.12
2727,11,2,1,2,55,20,100,40,49.5
2728,70,22,1,5,37.5,86.67,100,100,76.58
2729,1,1,1,0,5,10,100,0,25.0
2730,67,38,1,1,41.25,68.89,100,20,59.49
2731,74,63,1,4,32.5,41.11,100,80,56.14
2732,46,39,0,5,67.5,67.78,0,100,58.97
2733,13,11,0,1,65,98.89,0,20,57.11
2734,5,2,0,2,25,20,0,40,20.5
2735,28,5,0,4,90.0,50,0,80,56.5
2736,46,18,0,5,67.5,91.11,0,100,67.14
2737,80,55,0,4,25.0,50.0,0,80,37.0
2738,33,17,1,5,83.75,92.22,100,100,92.4
2739,21,13,1,0,98.75,96.67,100,0,83.46
2740,33,28,0,4,83.75,80.0,0,80,65.12
2741,27,3,1,5,91.25,30,100,100,72.88
2742,90,83,0,5,12.5,18.89,0,100,25.36
2743,48,37,0,3,65.0,70.0,0,60,53.0
2744,20,11,1,3,100,98.89,100,60,93.61
2745,4,2,0,2,20,20,0,40,19.0
2746,16,4,1,0,80,40,100,0,58.0
2747,43,41,0,2,71.25,65.56,0,40,50.32
2748,43,18,0,1,71.25,91.11,0,20,56.26
2749,36,1,0,3,80.0,10,0,60,36.5
2750,29,13,0,0,88.75,96.67,0,0,60.46
2751,23,17,1,4,96.25,92.22,100,80,93.15
2752,63,7,1,5,46.25,70,100,100,73.38
2753,74,37,1,4,32.5,70.0,100,80,66.25
2754,13,1,0,2,65,10,0,40,29.0
2755,97,50,0,2,3.75,55.56,0,40,26.57
2756,95,87,1,3,6.25,14.44,100,60,35.93
2757,76,17,1,0,30.0,92.22,100,0,61.28
2758,88,66,0,5,15.0,37.78,0,100,32.72
2759,17,5,1,4,85,50,100,80,75.0
2760,95,35,0,5,6.25,72.22,0,100,42.15
2761,82,48,0,5,22.5,57.78,0,100,41.97
2762,78,54,1,1,27.5,51.11,100,20,49.14
2763,57,23,1,4,53.75,85.56,100,80,78.07
2764,37,18,1,4,78.75,91.11,100,80,87.51
2765,92,30,1,5,10.0,77.78,100,100,65.22
2766,12,5,1,2,60,50,100,40,61.5
2767,12,11,0,0,60,98.89,0,0,52.61
2768,94,31,0,1,7.5,76.67,0,20,32.08
2769,74,8,0,5,32.5,80,0,100,52.75
2770,37,36,1,0,78.75,71.11,100,0,68.51
2771,55,44,0,3,56.25,62.22,0,60,47.65
2772,64,16,1,0,45.0,93.33,100,0,66.17
2773,79,25,0,5,26.25,83.33,0,100,52.04
2774,55,45,1,1,56.25,61.11,100,20,61.26
2775,95,85,0,4,6.25,16.67,0,80,19.71
2776,58,11,0,1,52.5,98.89,0,20,53.36
2777,10,6,0,4,50,60,0,80,48.0
2778,46,4,1,3,67.5,40,100,60,63.25
2779,49,11,1,0,63.75,98.89,100,0,73.74
2780,44,44,0,4,70.0,62.22,0,80,54.78
2781,99,16,1,2,1.25,93.33,100,40,59.04
2782,62,19,1,1,47.5,90.0,100,20,68.75
2783,1,1,0,2,5,10,0,40,11.0
2784,83,66,0,3,21.25,37.78,0,60,28.6
2785,80,63,0,2,25.0,41.11,0,40,27.89
2786,1,1,1,2,5,10,100,40,31.0
2787,46,7,0,2,67.5,70,0,40,50.75
2788,93,24,1,2,8.75,84.44,100,40,58.18
2789,2,1,1,3,10,10,100,60,35.5
2790,26,3,0,3,92.5,30,0,60,47.25
2791,16,16,0,1,80,93.33,0,20,59.67
2792,99,85,1,1,1.25,16.67,100,20,29.21
2793,61,26,1,2,48.75,82.22,100,40,69.4
2794,47,28,0,4,66.25,80.0,0,80,59.88
2795,35,7,1,5,81.25,70,100,100,83.88
2796,57,11,0,2,53.75,98.89,0,40,56.74
2797,96,56,0,2,5.0,48.89,0,40,24.61
2798,91,26,0,1,11.25,82.22,0,20,35.15
2799,37,3,0,3,78.75,30,0,60,43.12
2800,54,48,1,0,57.5,57.78,100,0,57.47
2801,21,7,1,5,98.75,70,100,100,89.12
2802,35,8,1,3,81.25,80,100,60,81.38
2803,71,64,0,2,36.25,40.0,0,40,30.88
2804,97,52,1,1,3.75,53.33,100,20,42.79
2805,15,2,0,1,75,20,0,20,32.5
2806,20,12,0,5,100,97.78,0,100,79.22
2807,31,2,1,3,86.25,20,100,60,61.88
2808,77,2,1,3,28.75,20,100,60,44.62
2809,38,19,1,0,77.5,90.0,100,0,74.75
2810,98,55,0,4,2.5,50.0,0,80,30.25
2811,20,17,0,1,100,92.22,0,20,65.28
2812,36,8,1,5,80.0,80,100,100,87.0
2813,32,28,0,3,85.0,80.0,0,60,62.5
2814,91,14,0,1,11.25,95.56,0,20,39.82
2815,76,20,0,0,30.0,88.89,0,0,40.11
2816,17,13,0,2,85,96.67,0,40,65.33
2817,25,5,1,0,93.75,50,100,0,65.62
2818,79,26,0,0,26.25,82.22,0,0,36.65
2819,49,27,1,5,63.75,81.11,100,100,82.51
2820,82,30,0,2,22.5,77.78,0,40,39.97
2821,55,31,0,4,56.25,76.67,0,80,55.71
2822,55,42,0,2,56.25,64.44,0,40,45.43
2823,15,5,1,2,75,50,100,40,66.0
2824,45,27,0,2,68.75,81.11,0,40,55.01
2825,7,2,0,0,35,20,0,0,17.5
2826,7,6,1,1,35,60,100,20,54.5
2827,37,31,1,4,78.75,76.67,100,80,82.46
2828,13,7,0,2,65,70,0,40,50.0
2829,63,24,1,2,46.25,84.44,100,40,69.43
2830,15,2,0,5,75,20,0,100,44.5
2831,71,17,1,2,36.25,92.22,100,40,69.15
2832,95,47,1,1,6.25,58.89,100,20,45.49
2833,84,36,0,4,20.0,71.11,0,80,42.89
2834,50,6,0,1,62.5,60,0,20,42.75
2835,81,78,0,0,23.75,24.44,0,0,15.68
2836,76,25,0,5,30.0,83.33,0,100,53.17
2837,58,7,0,4,52.5,70,0,80,52.25
2838,80,44,1,5,25.0,62.22,100,100,64.28
2839,61,49,0,4,48.75,56.67,0,80,46.46
2840,93,20,0,1,8.75,88.89,0,20,36.74
2841,25,14,1,4,93.75,95.56,100,80,93.57
2842,45,24,1,5,68.75,84.44,100,100,85.18
2843,92,16,1,0,10.0,93.33,100,0,55.67
2844,62,27,0,1,47.5,81.11,0,20,45.64
2845,77,36,0,2,28.75,71.11,0,40,39.51
2846,6,5,0,5,30,50,0,100,41.5
2847,25,24,1,3,93.75,84.44,100,60,86.68
2848,88,69,0,1,15.0,34.44,0,20,19.55
2849,57,49,1,4,53.75,56.67,100,80,67.96
2850,100,50,1,4,0.0,55.56,100,80,51.45
2851,35,14,0,0,81.25,95.56,0,0,57.82
2852,21,19,0,4,98.75,90.0,0,80,73.12
2853,90,2,1,4,12.5,20,100,80,42.75
2854,91,68,1,2,11.25,35.56,100,40,41.82
2855,29,10,1,4,88.75,100,100,80,93.62
2856,16,6,0,0,80,60,0,0,45.0
2857,69,31,1,0,38.75,76.67,100,0,58.46
2858,82,19,1,1,22.5,90.0,100,20,61.25
2859,35,4,0,1,81.25,40,0,20,41.38
2860,69,15,0,5,38.75,94.44,0,100,59.68
2861,45,41,1,2,68.75,65.56,100,40,69.57
2862,11,9,1,5,55,90,100,100,83.0
2863,18,14,1,2,90,95.56,100,40,86.45
2864,8,1,1,1,40,10,100,20,38.5
2865,94,36,0,2,7.5,71.11,0,40,33.14
2866,3,3,0,5,15,30,0,100,30.0
2867,96,89,1,5,5.0,12.22,100,100,40.78
2868,33,14,1,1,83.75,95.56,100,20,81.57
2869,42,18,0,4,72.5,91.11,0,80,65.64
2870,81,51,0,3,23.75,54.44,0,60,35.18
2871,30,24,1,2,87.5,84.44,100,40,81.8
2872,19,16,0,3,95,93.33,0,60,70.17
2873,24,15,0,1,95.0,94.44,0,20,64.55
2874,25,19,1,5,93.75,90.0,100,100,94.62
2875,24,21,1,0,95.0,87.78,100,0,79.22
2876,40,11,0,3,75.0,98.89,0,60,66.11
2877,88,78,0,0,15.0,24.44,0,0,13.05
2878,19,3,1,1,95,30,100,20,62.0
2879,59,59,1,0,51.25,45.56,100,0,51.32
2880,93,68,0,5,8.75,35.56,0,100,30.07
2881,97,2,0,3,3.75,20,0,60,17.12
2882,50,2,0,0,62.5,20,0,0,25.75
2883,98,83,0,1,2.5,18.89,0,20,10.36
2884,32,6,1,1,85.0,60,100,20,69.5
2885,81,77,0,0,23.75,25.56,0,0,16.07
2886,14,9,1,5,70,90,100,100,87.5
2887,11,4,0,3,55,40,0,60,39.5
2888,98,73,1,1,2.5,30.0,100,20,34.25
2889,40,22,1,1,75.0,86.67,100,20,75.83
2890,32,4,1,5,85.0,40,100,100,74.5
2891,70,16,0,0,37.5,93.33,0,0,43.92
2892,14,9,1,0,70,90,100,0,72.5
2893,66,54,0,0,42.5,51.11,0,0,30.64
2894,29,1,0,3,88.75,10,0,60,39.12
2895,50,10,1,5,62.5,100,100,100,88.75
2896,37,15,1,5,78.75,94.44,100,100,91.68
2897,92,15,1,1,10.0,94.44,100,20,59.05
2898,15,4,0,2,75,40,0,40,42.5
2899,46,5,1,0,67.5,50,100,0,57.75
2900,47,6,0,4,66.25,60,0,80,52.88
2901,20,6,1,4,100,60,100,80,83.0
2902,43,39,0,5,71.25,67.78,0,100,60.1
2903,55,10,1,4,56.25,100,100,80,83.88
2904,37,23,0,2,78.75,85.56,0,40,59.57
2905,64,48,1,5,45.0,57.78,100,100,68.72
2906,10,1,0,5,50,10,0,100,33.5
2907,19,11,0,3,95,98.89,0,60,72.11
2908,58,47,1,0,52.5,58.89,100,0,56.36
2909,15,10,1,5,75,100,100,100,92.5
2910,36,10,0,2,80.0,100,0,40,65.0
2911,17,6,1,2,85,60,100,40,72.5
2912,41,32,1,3,73.75,75.56,100,60,77.57
2913,89,53,1,1,13.75,52.22,100,20,45.4
2914,84,32,1,3,20.0,75.56,100,60,61.45
2915,71,64,1,4,36.25,40.0,100,80,56.88
2916,69,30,1,0,38.75,77.78,100,0,58.85
2917,75,54,0,5,31.25,51.11,0,100,42.26
2918,12,4,1,0,60,40,100,0,52.0
2919,27,1,1,4,91.25,10,100,80,62.88
2920,61,9,0,0,48.75,90,0,0,46.12
2921,45,24,0,2,68.75,84.44,0,40,56.18
2922,59,10,1,1,51.25,100,100,20,73.38
2923,27,27,0,0,91.25,81.11,0,0,55.76
2924,96,18,0,5,5.0,91.11,0,100,48.39
2925,91,19,1,5,11.25,90.0,100,100,69.88
2926,4,4,1,0,20,40,100,0,40.0
2927,90,14,0,3,12.5,95.56,0,60,46.2
2928,77,21,0,1,28.75,87.78,0,20,42.35
2929,47,10,0,1,66.25,100,0,20,57.88
2930,10,1,1,1,50,10,100,20,41.5
2931,98,24,1,5,2.5,84.44,100,100,65.3
2932,18,17,1,3,90,92.22,100,60,88.28
2933,53,47,1,3,58.75,58.89,100,60,67.24
2934,83,2,1,0,21.25,20,100,0,33.38
2935,20,2,0,4,100,20,0,80,49.0
2936,97,23,0,0,3.75,85.56,0,0,31.07
2937,51,28,1,4,61.25,80.0,100,80,78.38
2938,92,34,1,5,10.0,73.33,100,100,63.67
2939,30,14,0,2,87.5,95.56,0,40,65.7
2940,12,9,1,1,60,90,100,20,72.5
2941,96,28,1,4,5.0,80.0,100,80,61.5
2942,8,4,1,1,40,40,100,20,49.0
2943,96,72,0,5,5.0,31.11,0,100,27.39
2944,60,31,1,5,50.0,76.67,100,100,76.83
2945,83,52,1,1,21.25,53.33,100,20,48.04
2946,7,7,1,5,35,70,100,100,70.0
2947,55,13,1,0,56.25,96.67,100,0,70.71
2948,14,2,1,4,70,20,100,80,60.0
2949,100,43,0,1,0.0,63.33,0,20,25.17
2950,37,11,0,0,78.75,98.89,0,0,58.24
2951,28,20,0,2,90.0,88.89,0,40,64.11
2952,25,18,0,5,93.75,91.11,0,100,75.01
2953,5,2,1,0,25,20,100,0,34.5
2954,73,73,0,4,33.75,30.0,0,80,32.62
2955,62,3,0,2,47.5,30,0,40,30.75
2956,12,5,0,2,60,50,0,40,41.5
2957,97,37,1,4,3.75,70.0,100,80,57.62
2958,25,11,1,5,93.75,98.89,100,100,97.74
2959,46,9,0,2,67.5,90,0,40,57.75
2960,53,48,0,4,58.75,57.78,0,80,49.85
2961,100,20,0,4,0.0,88.89,0,80,43.11
2962,49,31,0,2,63.75,76.67,0,40,51.96
2963,21,5,1,0,98.75,50,100,0,67.12
2964,81,12,0,1,23.75,97.78,0,20,44.35
2965,88,84,0,5,15.0,17.78,0,100,25.72
2966,21,17,1,3,98.75,92.22,100,60,90.9
2967,17,11,1,2,85,98.89,100,40,86.11
2968,80,56,0,5,25.0,48.89,0,100,39.61
2969,100,88,1,1,0.0,13.33,100,20,27.67
2970,27,20,0,1,91.25,88.89,0,20,61.49
2971,73,64,0,0,33.75,40.0,0,0,24.12
2972,19,10,0,3,95,100,0,60,72.5
2973,13,8,1,1,65,80,100,20,70.5
2974,38,11,0,2,77.5,98.89,0,40,63.86
2975,74,47,1,0,32.5,58.89,100,0,50.36
2976,10,3,1,2,50,30,100,40,51.5
2977,61,17,1,5,48.75,92.22,100,100,81.9
2978,18,4,1,0,90,40,100,0,61.0
2979,47,19,1,3,66.25,90.0,100,60,80.38
2980,80,17,1,2,25.0,92.22,100,40,65.78
2981,66,41,1,0,42.5,65.56,100,0,55.7
2982,88,53,1,2,15.0,52.22,100,40,48.78
2983,88,6,0,5,15.0,60,0,100,40.5
2984,32,1,0,0,85.0,10,0,0,29.0
2985,38,25,0,4,77.5,83.33,0,80,64.42
2986,52,5,0,3,60.0,50,0,60,44.5
2987,60,43,0,2,50.0,63.33,0,40,43.17
2988,60,30,1,0,50.0,77.78,100,0,62.22
2989,11,3,0,3,55,30,0,60,36.0
2990,99,56,0,3,1.25,48.89,0,60,26.49
2991,43,5,1,2,71.25,50,100,40,64.88
2992,78,63,0,5,27.5,41.11,0,100,37.64
2993,95,61,0,2,6.25,43.33,0,40,23.04
2994,59,3,0,3,51.25,30,0,60,34.88
2995,19,7,1,4,95,70,100,80,85.0
2996,5,5,1,0,25,50,100,0,45.0
2997,47,28,1,1,66.25,80.0,100,20,70.88
2998,7,2,0,5,35,20,0,100,32.5
2999,55,18,1,5,56.25,91.11,100,100,83.76
3000,23,3,0,0,96.25,30,0,0,39.38
3001,36,26,0,2,80.0,82.22,0,40,58.78
3002,92,58,1,4,10.0,46.67,100,80,51.33
3003,28,22,1,1,90.0,86.67,100,20,80.33
3004,7,1,1,2,35,10,100,40,40.0
3005,97,39,0,1,3.75,67.78,0,20,27.85
3006,45,27,1,3,68.75,81.11,100,60,78.01
3007,69,21,1,2,38.75,87.78,100,40,68.35
3008,89,74,1,0,13.75,28.89,100,0,34.24
3009,72,26,0,5,35.0,82.22,0,100,54.28
3010,86,75,0,2,17.5,27.78,0,40,20.97
3011,86,41,0,1,17.5,65.56,0,20,31.2
3012,59,10,1,2,51.25,100,100,40,76.38
3013,15,13,1,2,75,96.67,100,40,82.33
3014,67,1,1,1,41.25,10,100,20,38.88
3015,82,58,0,0,22.5,46.67,0,0,23.08
3016,28,24,0,3,90.0,84.44,0,60,65.55
3017,90,70,0,4,12.5,33.33,0,80,27.42
3018,49,14,1,1,63.75,95.56,100,20,75.57
3019,25,22,0,2,93.75,86.67,0,40,64.46
3020,47,2,1,2,66.25,20,100,40,52.88
3021,65,16,1,5,43.75,93.33,100,100,80.79
3022,59,27,1,2,51.25,81.11,100,40,69.76
3023,46,35,1,4,67.5,72.22,100,80,77.53
3024,98,43,0,1,2.5,63.33,0,20,25.92
3025,59,28,1,1,51.25,80.0,100,20,66.38
3026,71,21,1,3,36.25,87.78,100,60,70.6
3027,37,28,1,5,78.75,80.0,100,100,86.62
3028,80,13,0,0,25.0,96.67,0,0,41.33
3029,12,11,0,4,60,98.89,0,80,64.61
3030,53,7,1,5,58.75,70,100,100,77.12
3031,97,80,0,5,3.75,22.22,0,100,23.9
3032,57,33,0,5,53.75,74.44,0,100,57.18
3033,38,27,0,1,77.5,81.11,0,20,54.64
3034,100,59,1,0,0.0,45.56,100,0,35.95
3035,26,16,0,2,92.5,93.33,0,40,66.42
3036,60,27,1,0,50.0,81.11,100,0,63.39
3037,48,15,1,2,65.0,94.44,100,40,78.55
3038,85,34,1,3,18.75,73.33,100,60,60.29
3039,87,31,0,3,16.25,76.67,0,60,40.71
3040,5,1,0,1,25,10,0,20,14.0
3041,48,34,1,2,65.0,73.33,100,40,71.17
3042,22,19,1,1,97.5,90.0,100,20,83.75
3043,72,51,0,4,35.0,54.44,0,80,41.55
3044,83,51,0,4,21.25,54.44,0,80,37.43
3045,55,9,1,5,56.25,90,100,100,83.38
3046,23,13,1,4,96.25,96.67,100,80,94.71
3047,21,14,0,0,98.75,95.56,0,0,63.07
3048,91,17,0,5,11.25,92.22,0,100,50.65
3049,74,51,1,4,32.5,54.44,100,80,60.8
3050,21,11,0,0,98.75,98.89,0,0,64.24
3051,12,1,1,0,60,10,100,0,41.5
3052,81,76,0,0,23.75,26.67,0,0,16.46
3053,80,70,0,4,25.0,33.33,0,80,31.17
3054,49,2,0,3,63.75,20,0,60,35.12
3055,82,81,1,1,22.5,21.11,100,20,37.14
3056,31,21,0,2,86.25,87.78,0,40,62.6
3057,25,18,0,5,93.75,91.11,0,100,75.01
3058,100,49,1,5,0.0,56.67,100,100,54.83
3059,7,3,0,1,35,30,0,20,24.0
3060,81,3,0,0,23.75,30,0,0,17.62
3061,59,39,0,0,51.25,67.78,0,0,39.1
3062,19,10,1,1,95,100,100,20,86.5
3063,12,2,1,2,60,20,100,40,51.0
3064,27,13,0,3,91.25,96.67,0,60,70.21
3065,3,2,0,3,15,20,0,60,20.5
3066,81,10,0,5,23.75,100,0,100,57.12
3067,54,25,1,5,57.5,83.33,100,100,81.42
3068,58,52,0,1,52.5,53.33,0,20,37.42
3069,39,1,0,5,76.25,10,0,100,41.38
3070,73,5,0,2,33.75,50,0,40,33.62
